1461222907 804 0 0 0
1461821776 832 0 0 0
1463453652 832 0 20 0
1463463618 832 0 23 0
1463679443 832 0 23 0
1465315976 3355 0 23 0
1465316211 3356 0 23 0
1465316377 3357 0 23 0
1465318537 3362 0 23 0
1465319836 3379 0 23 0
1465320121 3380 0 23 0
1465322444 3389 0 23 0
1465323330 3390 0 23 0
1465323815 3391 0 23 0
1465391269 3392 0 23 0
1465393574 3398 0 23 0
1465402726 3401 0 23 0
1465404204 3402 0 23 0
1465406241 3403 0 23 0
1465406766 3404 0 23 0
1465409061 3405 0 23 0
1465410357 3406 0 23 0
1465411068 3407 0 23 0
1465446912 3424 0 23 0
1465449386 3425 0 23 0
1465451260 3426 0 23 0
1465453994 3427 0 23 0
1465455637 3430 0 23 0
1465456136 3431 0 23 0
1465458539 3434 0 23 0
1465534656 3440 0 23 0
1465648500 3447 0 23 0
1465649680 3448 0 23 0
1465651890 3449 0 23 0
1465817017 3798 0 23 0
1466781292 3811 0 23 0
1466783877 3813 0 23 0
1466784882 3814 0 23 0
1467095694 3814 1 23 0
1467187216 3868 1 23 0
1467187255 3868 1 23 0
1467256055 3915 1 23 0
1467269537 4251 1 23 0
1469796087 4672 1 23 0
1470034835 4684 1 23 0
1470038206 5658 1 23 0
1471870334 5796 1 23 0
1478690473 6272 1 23 0
1478693896 6892 1 23 0
1478835337 6898 1 23 0
1478844163 6921 1 23 0
1481192368 7430 1 23 0
1481803274 7510 1 23 0
1481877239 8459 1 23 0
1484304145 8742 1 23 0
1488784613 8752 1 23 0
1488787646 8763 1 23 0
1490259321 8862 1 23 0
1490259380 8863 1 23 0
1490263017 8869 1 23 0
1490773772 8886 1 23 0
1490773828 8887 1 23 0
1491537274 8895 1 23 0
1491537517 8896 1 23 0
1492695474 8903 1 23 0
1497837968 9657 1 23 0
1497837995 9658 1 23 0
1502775352 9685 1 23 0
1502797799 9834 1 23 0
1502802098 9870 1 23 0
1502848676 9904 1 23 0
1503286031 9929 1 23 0
1505893728 10960 1 23 0
1506050248 10970 1 23 0
1506066933 10974 1 23 0
1506505173 10982 1 23 0
1507622575 10982 1 23 121
1507862032 10982 1 23 121
1507862242 11046 1 23 121
1509436028 11053 1 23 121
1510664562 11717 1 23 121
1510812208 11828 1 23 121
1510818541 11836 1 23 121
1510831437 11839 1 23 121
1511175857 12538 1 23 121
1511175875 12600 1 23 121
1511180780 12995 1 23 121
1511230261 12996 1 23 121
1511233853 13533 1 23 121
1511235787 13824 1 23 121
1513157475 13844 1 23 121
1514958438 14510 1 23 121
1514964052 14512 1 23 121
1520859334 14519 1 23 121
1521010342 14524 1 23 121
1521020874 14526 1 23 121
1526613358 14529 1 23 121
1528114213 14652 1 23 121
1528114909 14732 1 23 121
1528115464 14742 1 23 121
1528338719 14742 1 23 121
1528515610 14745 1 23 121
1528516812 14783 1 23 121
1528805995 14785 1 23 121
1528958886 14790 1 23 121
1528976503 14792 1 23 121
1530258871 14798 1 23 121
1536565600 15076 1 23 121
1536568358 15092 1 23 121
1536653251 15092 1 23 121
1536659122 15241 1 23 121
1536663270 15271 1 23 121
1536663418 15298 1 23 121
