1461222907 1 0 0 0
1461821776 2 0 0 0
1463453652 2 0 1 0
1463463618 2 0 2 0
1463679443 2 1 2 0
1465315976 3 1 2 0
1465316211 4 1 2 0
1465316377 5 1 2 0
1465318537 6 1 2 0
1465319836 7 1 2 0
1465320121 8 1 2 0
1465322444 9 1 2 0
1465323330 10 1 2 0
1465323815 11 1 2 0
1465391269 12 1 2 0
1465393574 13 1 2 0
1465402726 14 1 2 0
1465404204 15 1 2 0
1465406241 16 1 2 0
1465406766 17 1 2 0
1465409061 18 1 2 0
1465410357 19 1 2 0
1465411068 20 1 2 0
1465446912 21 1 2 0
1465449386 22 1 2 0
1465451260 23 1 2 0
1465453994 24 1 2 0
1465455637 25 1 2 0
1465456136 26 1 2 0
1465458539 27 1 2 0
1465534656 28 1 2 0
1465648500 29 1 2 0
1465649680 30 1 2 0
1465651890 31 1 2 0
1465817017 32 1 2 0
1466781292 33 1 2 0
1466783877 34 1 2 0
1466784882 35 1 2 0
1467095694 35 2 2 0
1467187216 36 2 2 0
1467187255 37 2 2 0
1467256055 38 2 2 0
1467269537 39 2 2 0
1469796087 40 2 2 0
1470034835 41 2 2 0
1470038206 42 2 2 0
1471870334 43 2 2 0
1478690473 44 2 2 0
1478693896 45 2 2 0
1478835337 46 2 2 0
1478844163 47 2 2 0
1481192368 48 2 2 0
1481803274 49 2 2 0
1481877239 50 2 2 0
1484304145 51 2 2 0
1488784613 52 2 2 0
1488787646 53 2 2 0
1490259321 54 2 2 0
1490259380 55 2 2 0
1490263017 56 2 2 0
1490773772 57 2 2 0
1490773828 58 2 2 0
1491537274 59 2 2 0
1491537517 60 2 2 0
1492695474 61 2 2 0
1497837968 62 2 2 0
1497837995 63 2 2 0
1502775352 64 2 2 0
1502797799 65 2 2 0
1502802098 66 2 2 0
1502848676 67 2 2 0
1503286031 68 2 2 0
1505893728 69 2 2 0
1506050248 70 2 2 0
1506066933 71 2 2 0
1506505173 72 2 2 0
1507622575 72 2 2 1
1507862032 72 3 2 1
1507862242 73 3 2 1
1509436028 74 3 2 1
1510664562 75 3 2 1
1510812208 76 3 2 1
1510818541 77 3 2 1
1510831437 78 3 2 1
1511175857 79 3 2 1
1511175875 80 3 2 1
1511180780 81 3 2 1
1511230261 82 3 2 1
1511233853 83 3 2 1
1511235787 84 3 2 1
1513157475 85 3 2 1
1514958438 86 3 2 1
1514964052 87 3 2 1
1520859334 88 3 2 1
1521010342 89 3 2 1
1521020874 90 3 2 1
1526613358 91 3 2 1
1528114213 92 3 2 1
1528114909 93 3 2 1
1528115464 94 3 2 1
1528338719 95 3 2 1
1528515610 96 3 2 1
1528516812 97 3 2 1
1528805995 98 3 2 1
1528958886 99 3 2 1
1528976503 100 3 2 1
1530258871 101 3 2 1
1536565600 102 3 2 1
1536568358 103 3 2 1
1536653251 103 4 2 1
1536659122 104 4 2 1
1536663270 105 4 2 1
1536663418 106 4 2 1
